tract,year,Close-down,New open,is_cbd,post_covid,DID,ln(New open),ln(Close-down)
34100,2014,2,1,0,0,0,0.0,0.6931471805599453
34400,2014,1,1,0,0,0,0.0,0.0
34501,2014,1,0,0,0,0,-inf,0.0
34502,2014,1,1,0,0,0,0.0,0.0
34600,2014,2,4,0,0,0,1.3862943611198906,0.6931471805599453
34701,2014,0,1,0,0,0,0.0,-inf
34702,2014,0,0,0,0,0,-inf,-inf
34801,2014,1,0,0,0,0,-inf,0.0
34802,2014,0,0,0,0,0,-inf,-inf
34803,2014,0,3,0,0,0,1.0986122886681098,-inf
34900,2014,0,0,0,0,0,-inf,-inf
35100,2014,0,3,0,0,0,1.0986122886681098,-inf
35200,2014,2,1,0,0,0,0.0,0.6931471805599453
35301,2014,0,2,0,0,0,0.6931471805599453,-inf
35302,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
35500,2014,3,3,0,0,0,1.0986122886681098,1.0986122886681098
35601,2014,1,1,0,0,0,0.0,0.0
35602,2014,0,0,0,0,0,-inf,-inf
35701,2014,1,1,0,0,0,0.0,0.0
35702,2014,0,0,0,0,0,-inf,-inf
35800,2014,1,0,0,0,0,-inf,0.0
35900,2014,5,2,0,0,0,0.6931471805599453,1.6094379124341003
36000,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
36100,2014,0,0,0,0,0,-inf,-inf
36201,2014,0,0,0,0,0,-inf,-inf
36203,2014,1,0,0,0,0,-inf,0.0
36301,2014,3,3,0,0,0,1.0986122886681098,1.0986122886681098
36302,2014,0,0,0,0,0,-inf,-inf
36303,2014,0,0,0,0,0,-inf,-inf
36400,2014,0,0,0,0,0,-inf,-inf
36501,2014,1,3,0,0,0,1.0986122886681098,0.0
36502,2014,0,0,0,0,0,-inf,-inf
36600,2014,1,0,0,0,0,-inf,0.0
36700,2014,6,7,1,0,0,1.9459101490553132,1.791759469228055
36901,2014,0,0,0,0,0,-inf,-inf
36902,2014,8,7,1,0,0,1.9459101490553132,2.0794415416798357
37200,2014,1,6,0,0,0,1.791759469228055,0.0
37300,2014,1,1,0,0,0,0.0,0.0
37500,2014,1,0,0,0,0,-inf,0.0
37600,2014,4,4,1,0,0,1.3862943611198906,1.3862943611198906
37700,2014,1,2,0,0,0,0.6931471805599453,0.0
37800,2014,3,4,0,0,0,1.3862943611198906,1.0986122886681098
37900,2014,0,2,0,0,0,0.6931471805599453,-inf
38000,2014,0,1,0,0,0,0.0,-inf
38100,2014,2,1,0,0,0,0.0,0.6931471805599453
38200,2014,3,5,0,0,0,1.6094379124341003,1.0986122886681098
38301,2014,0,0,0,0,0,-inf,-inf
38400,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
38500,2014,0,4,0,0,0,1.3862943611198906,-inf
38700,2014,2,3,0,0,0,1.0986122886681098,0.6931471805599453
38800,2014,0,2,0,0,0,0.6931471805599453,-inf
38900,2014,0,0,0,0,0,-inf,-inf
39001,2014,0,0,0,0,0,-inf,-inf
39002,2014,1,0,0,0,0,-inf,0.0
39100,2014,0,0,0,0,0,-inf,-inf
100102,2014,0,0,0,0,0,-inf,-inf
100201,2014,0,0,0,0,0,-inf,-inf
101401,2014,0,0,0,0,0,-inf,-inf
200104,2014,0,0,0,0,0,-inf,-inf
202500,2014,0,1,0,0,0,0.0,-inf
203804,2014,0,0,0,0,0,-inf,-inf
204101,2014,0,0,0,0,0,-inf,-inf
204300,2014,0,0,0,0,0,-inf,-inf
204701,2014,0,0,0,0,0,-inf,-inf
205503,2014,0,0,0,0,0,-inf,-inf
205805,2014,0,0,0,0,0,-inf,-inf
205810,2014,0,0,0,0,0,-inf,-inf
210300,2014,1,0,0,0,0,-inf,0.0
210500,2014,1,0,0,0,0,-inf,0.0
304403,2014,0,0,0,0,0,-inf,-inf
400802,2014,0,1,0,0,0,0.0,-inf
403701,2014,3,1,0,0,0,0.0,1.0986122886681098
408800,2014,0,0,0,0,0,-inf,-inf
408900,2014,0,0,0,0,0,-inf,-inf
409804,2014,0,0,0,0,0,-inf,-inf
980000,2014,0,1,0,0,0,0.0,-inf
980001,2014,2,2,0,0,0,0.6931471805599453,0.6931471805599453
980002,2014,2,0,0,0,0,-inf,0.6931471805599453
980003,2014,0,3,1,0,0,1.0986122886681098,-inf
980100,2014,0,0,0,0,0,-inf,-inf
980300,2014,3,2,0,0,0,0.6931471805599453,1.0986122886681098
980400,2014,3,2,0,0,0,0.6931471805599453,1.0986122886681098
980600,2014,0,3,0,0,0,1.0986122886681098,-inf
980701,2014,0,0,0,0,0,-inf,-inf
980702,2014,2,4,0,0,0,1.3862943611198906,0.6931471805599453
980800,2014,0,0,0,0,0,-inf,-inf
980901,2014,3,4,0,0,0,1.3862943611198906,1.0986122886681098
980902,2014,0,0,0,0,0,-inf,-inf
980903,2014,0,0,0,0,0,-inf,-inf
980906,2014,0,0,0,0,0,-inf,-inf
989100,2014,0,0,0,0,0,-inf,-inf
989200,2014,0,1,0,0,0,0.0,-inf
989300,2014,1,0,0,0,0,-inf,0.0
101,2015,19,15,1,0,0,2.70805020110221,2.9444389791664403
102,2015,4,4,1,0,0,1.3862943611198906,1.3862943611198906
200,2015,9,16,1,0,0,2.772588722239781,2.1972245773362196
300,2015,4,8,1,0,0,2.0794415416798357,1.3862943611198906
401,2015,5,8,1,0,0,2.0794415416798357,1.6094379124341003
403,2015,10,5,1,0,0,1.6094379124341003,2.302585092994046
404,2015,9,14,1,0,0,2.6390573296152584,2.1972245773362196
500,2015,15,16,1,0,0,2.772588722239781,2.70805020110221
600,2015,11,14,1,0,0,2.6390573296152584,2.3978952727983707
701,2015,17,22,1,0,0,3.091042453358316,2.833213344056216
702,2015,8,7,1,0,0,1.9459101490553132,2.0794415416798357
801,2015,1,3,1,0,0,1.0986122886681098,0.0
803,2015,9,5,1,0,0,1.6094379124341003,2.1972245773362196
805,2015,3,5,1,0,0,1.6094379124341003,1.0986122886681098
806,2015,3,7,1,0,0,1.9459101490553132,1.0986122886681098
901,2015,2,3,1,0,0,1.0986122886681098,0.6931471805599453
902,2015,5,3,1,0,0,1.0986122886681098,1.6094379124341003
1001,2015,2,7,1,0,0,1.9459101490553132,0.6931471805599453
1002,2015,7,14,1,0,0,2.6390573296152584,1.9459101490553132
1101,2015,1,2,1,0,0,0.6931471805599453,0.0
1102,2015,2,4,1,0,0,1.3862943611198906,0.6931471805599453
1201,2015,3,4,1,0,0,1.3862943611198906,1.0986122886681098
1203,2015,1,2,1,0,0,0.6931471805599453,0.0
1204,2015,0,1,1,0,0,0.0,-inf
1301,2015,3,0,1,0,0,-inf,1.0986122886681098
1302,2015,4,1,1,0,0,0.0,1.3862943611198906
1400,2015,2,0,1,0,0,-inf,0.6931471805599453
1500,2015,9,5,1,0,0,1.6094379124341003,2.1972245773362196
1600,2015,6,14,1,0,0,2.6390573296152584,1.791759469228055
1700,2015,4,2,1,0,0,0.6931471805599453,1.3862943611198906
1800,2015,2,1,1,0,0,0.0,0.6931471805599453
1900,2015,0,0,1,0,0,-inf,-inf
2000,2015,0,2,0,0,0,0.6931471805599453,-inf
2100,2015,0,2,1,0,0,0.6931471805599453,-inf
2200,2015,0,1,1,0,0,0.0,-inf
2300,2015,3,0,1,0,0,-inf,1.0986122886681098
2400,2015,10,7,1,0,0,1.9459101490553132,2.302585092994046
2500,2015,1,2,1,0,0,0.6931471805599453,0.0
2701,2015,0,0,0,0,0,-inf,-inf
2702,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
2801,2015,0,1,0,0,0,0.0,-inf
2802,2015,4,6,0,0,0,1.791759469228055,1.3862943611198906
2900,2015,4,10,0,0,0,2.302585092994046,1.3862943611198906
3001,2015,0,0,0,0,0,-inf,-inf
3002,2015,1,1,0,0,0,0.0,0.0
3100,2015,0,2,0,0,0,0.6931471805599453,-inf
3200,2015,0,0,0,0,0,-inf,-inf
3300,2015,1,2,0,0,0,0.6931471805599453,0.0
3600,2015,1,0,0,0,0,-inf,0.0
3701,2015,0,0,0,0,0,-inf,-inf
3702,2015,0,0,0,0,0,-inf,-inf
3800,2015,1,2,0,0,0,0.6931471805599453,0.0
3901,2015,4,1,0,0,0,0.0,1.3862943611198906
3902,2015,1,1,0,0,0,0.0,0.0
4001,2015,5,5,0,0,0,1.6094379124341003,1.6094379124341003
4002,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
4101,2015,2,0,0,0,0,-inf,0.6931471805599453
4103,2015,0,1,0,0,0,0.0,-inf
4104,2015,1,0,0,0,0,-inf,0.0
4201,2015,0,0,0,0,0,-inf,-inf
4202,2015,0,0,0,0,0,-inf,-inf
5400,2015,0,0,0,0,0,-inf,-inf
5500,2015,1,0,0,0,0,-inf,0.0
5600,2015,0,0,0,0,0,-inf,-inf
6000,2015,1,1,0,0,0,0.0,0.0
6200,2015,0,0,0,0,0,-inf,-inf
6300,2015,1,1,0,0,0,0.0,0.0
6600,2015,0,1,0,0,0,0.0,-inf
6700,2015,1,0,0,0,0,-inf,0.0
7000,2015,0,1,0,0,0,0.0,-inf
7101,2015,1,0,0,0,0,-inf,0.0
7200,2015,0,1,0,0,0,0.0,-inf
7300,2015,0,2,0,0,0,0.6931471805599453,-inf
7400,2015,0,2,0,0,0,0.6931471805599453,-inf
7700,2015,0,0,0,0,0,-inf,-inf
7800,2015,2,1,0,0,0,0.0,0.6931471805599453
7900,2015,5,1,0,0,0,0.0,1.6094379124341003
8000,2015,2,1,0,0,0,0.0,0.6931471805599453
8101,2015,0,0,0,0,0,-inf,-inf
8102,2015,0,0,0,0,0,-inf,-inf
8200,2015,0,0,0,0,0,-inf,-inf
8302,2015,0,0,0,0,0,-inf,-inf
8400,2015,1,0,0,0,0,-inf,0.0
8500,2015,0,3,0,0,0,1.0986122886681098,-inf
8601,2015,6,0,0,0,0,-inf,1.791759469228055
8602,2015,1,1,0,0,0,0.0,0.0
8701,2015,3,4,0,0,0,1.3862943611198906,1.0986122886681098
8702,2015,2,0,0,0,0,-inf,0.6931471805599453
8801,2015,3,1,0,0,0,0.0,1.0986122886681098
8802,2015,10,6,0,0,0,1.791759469228055,2.302585092994046
9000,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
9100,2015,0,8,0,0,0,2.0794415416798357,-inf
9200,2015,0,1,0,0,0,0.0,-inf
9300,2015,0,1,0,0,0,0.0,-inf
9400,2015,0,0,0,0,0,-inf,-inf
9500,2015,0,0,0,0,0,-inf,-inf
9600,2015,0,1,0,0,0,0.0,-inf
9801,2015,0,2,0,0,0,0.6931471805599453,-inf
9802,2015,2,0,0,0,0,-inf,0.6931471805599453
10000,2015,0,0,0,0,0,-inf,-inf
10100,2015,0,0,0,0,0,-inf,-inf
10200,2015,0,1,0,0,0,0.0,-inf
10300,2015,0,0,0,0,0,-inf,-inf
10400,2015,1,1,0,0,0,0.0,0.0
10500,2015,0,0,0,0,0,-inf,-inf
10600,2015,1,0,0,0,0,-inf,0.0
10700,2015,0,0,0,0,0,-inf,-inf
10800,2015,0,0,0,0,0,-inf,-inf
10900,2015,0,0,0,0,0,-inf,-inf
11000,2015,0,0,0,0,0,-inf,-inf
11100,2015,2,0,0,0,0,-inf,0.6931471805599453
11200,2015,0,0,0,0,0,-inf,-inf
11300,2015,0,0,0,0,0,-inf,-inf
11400,2015,0,0,0,0,0,-inf,-inf
11500,2015,0,0,0,0,0,-inf,-inf
11700,2015,0,0,0,0,0,-inf,-inf
11800,2015,0,0,0,0,0,-inf,-inf
11900,2015,0,1,0,0,0,0.0,-inf
12000,2015,1,0,0,0,0,-inf,0.0
12100,2015,0,2,0,0,0,0.6931471805599453,-inf
12201,2015,0,0,0,0,0,-inf,-inf
12203,2015,0,2,0,0,0,0.6931471805599453,-inf
12204,2015,1,1,0,0,0,0.0,0.0
12501,2015,0,1,1,0,0,0.0,-inf
12502,2015,2,4,1,0,0,1.3862943611198906,0.6931471805599453
13100,2015,0,0,1,0,0,-inf,-inf
13200,2015,0,1,1,0,0,0.0,-inf
13300,2015,2,4,1,0,0,1.3862943611198906,0.6931471805599453
13401,2015,2,3,1,0,0,1.0986122886681098,0.6931471805599453
13402,2015,2,0,1,0,0,-inf,0.6931471805599453
13500,2015,2,0,1,0,0,-inf,0.6931471805599453
13601,2015,2,3,1,0,0,1.0986122886681098,0.6931471805599453
13602,2015,1,0,0,0,0,-inf,0.0
13701,2015,0,0,0,0,0,-inf,-inf
13702,2015,2,3,0,0,0,1.0986122886681098,0.6931471805599453
13800,2015,0,1,0,0,0,0.0,-inf
13900,2015,0,0,0,0,0,-inf,-inf
14000,2015,0,1,0,0,0,0.0,-inf
14100,2015,2,0,0,0,0,-inf,0.6931471805599453
14201,2015,4,0,0,0,0,-inf,1.3862943611198906
14202,2015,4,6,0,0,0,1.791759469228055,1.3862943611198906
14300,2015,4,5,0,0,0,1.6094379124341003,1.3862943611198906
14400,2015,4,6,0,0,0,1.791759469228055,1.3862943611198906
14600,2015,0,2,0,0,0,0.6931471805599453,-inf
14700,2015,1,4,0,0,0,1.3862943611198906,0.0
14800,2015,0,0,0,0,0,-inf,-inf
14900,2015,0,0,0,0,0,-inf,-inf
15102,2015,1,1,0,0,0,0.0,0.0
15300,2015,0,3,0,0,0,1.0986122886681098,-inf
15600,2015,1,1,0,0,0,0.0,0.0
15700,2015,1,2,0,0,0,0.6931471805599453,0.0
15800,2015,2,3,0,0,0,1.0986122886681098,0.6931471805599453
16001,2015,0,4,0,0,0,1.3862943611198906,-inf
16002,2015,2,8,0,0,0,2.0794415416798357,0.6931471805599453
16100,2015,1,5,0,0,0,1.6094379124341003,0.0
16200,2015,0,0,0,0,0,-inf,-inf
16300,2015,1,0,0,0,0,-inf,0.0
16500,2015,0,0,0,0,0,-inf,-inf
16600,2015,0,0,0,0,0,-inf,-inf
16702,2015,0,0,0,0,0,-inf,-inf
16901,2015,0,0,0,0,0,-inf,-inf
16902,2015,0,0,0,0,0,-inf,-inf
17000,2015,5,3,0,0,0,1.0986122886681098,1.6094379124341003
17201,2015,0,0,0,0,0,-inf,-inf
17300,2015,0,0,0,0,0,-inf,-inf
17500,2015,0,1,0,0,0,0.0,-inf
17601,2015,0,0,0,0,0,-inf,-inf
17602,2015,0,0,0,0,0,-inf,-inf
17702,2015,0,0,0,0,0,-inf,-inf
17800,2015,0,0,0,0,0,-inf,-inf
17900,2015,1,0,0,0,0,-inf,0.0
18001,2015,1,2,0,0,0,0.6931471805599453,0.0
18002,2015,1,0,0,0,0,-inf,0.0
18300,2015,0,0,0,0,0,-inf,-inf
18400,2015,0,0,0,0,0,-inf,-inf
18801,2015,0,0,0,0,0,-inf,-inf
18802,2015,0,0,0,0,0,-inf,-inf
19000,2015,0,1,0,0,0,0.0,-inf
19100,2015,1,0,0,0,0,-inf,0.0
19200,2015,0,1,0,0,0,0.0,-inf
19501,2015,0,0,0,0,0,-inf,-inf
19502,2015,0,0,0,0,0,-inf,-inf
19700,2015,1,1,0,0,0,0.0,0.0
19800,2015,0,0,0,0,0,-inf,-inf
19900,2015,0,0,0,0,0,-inf,-inf
20000,2015,0,1,0,0,0,0.0,-inf
20101,2015,1,0,0,0,0,-inf,0.0
20102,2015,0,0,0,0,0,-inf,-inf
20200,2015,0,0,0,0,0,-inf,-inf
20300,2015,0,3,0,0,0,1.0986122886681098,-inf
20400,2015,0,0,0,0,0,-inf,-inf
20500,2015,2,0,0,0,0,-inf,0.6931471805599453
20701,2015,0,3,0,0,0,1.0986122886681098,-inf
20702,2015,0,0,0,0,0,-inf,-inf
20800,2015,0,0,0,0,0,-inf,-inf
20900,2015,0,0,0,0,0,-inf,-inf
21000,2015,4,6,0,0,0,1.791759469228055,1.3862943611198906
21100,2015,1,0,0,0,0,-inf,0.0
21200,2015,1,1,0,0,0,0.0,0.0
21300,2015,2,1,0,0,0,0.0,0.6931471805599453
21400,2015,5,4,0,0,0,1.3862943611198906,1.6094379124341003
21500,2015,1,1,0,0,0,0.0,0.0
21600,2015,1,2,0,0,0,0.6931471805599453,0.0
21700,2015,2,1,0,0,0,0.0,0.6931471805599453
21800,2015,1,1,0,0,0,0.0,0.0
21900,2015,0,1,0,0,0,0.0,-inf
22000,2015,1,0,0,0,0,-inf,0.0
23100,2015,0,2,0,0,0,0.6931471805599453,-inf
23600,2015,3,2,0,0,0,0.6931471805599453,1.0986122886681098
23700,2015,1,1,0,0,0,0.0,0.0
23800,2015,0,0,0,0,0,-inf,-inf
24000,2015,0,0,0,0,0,-inf,-inf
24100,2015,0,1,0,0,0,0.0,-inf
24300,2015,0,1,0,0,0,0.0,-inf
24400,2015,0,1,0,0,0,0.0,-inf
24500,2015,0,0,0,0,0,-inf,-inf
24600,2015,0,2,0,0,0,0.6931471805599453,-inf
24700,2015,0,0,0,0,0,-inf,-inf
24800,2015,0,0,0,0,0,-inf,-inf
24900,2015,0,0,0,0,0,-inf,-inf
25200,2015,2,0,0,0,0,-inf,0.6931471805599453
25300,2015,0,0,0,0,0,-inf,-inf
25400,2015,0,0,0,0,0,-inf,-inf
25500,2015,0,2,0,0,0,0.6931471805599453,-inf
25600,2015,0,0,0,0,0,-inf,-inf
25700,2015,3,4,0,0,0,1.3862943611198906,1.0986122886681098
25900,2015,0,0,0,0,0,-inf,-inf
26000,2015,0,0,0,0,0,-inf,-inf
26100,2015,0,1,0,0,0,0.0,-inf
26200,2015,0,0,0,0,0,-inf,-inf
26301,2015,0,1,0,0,0,0.0,-inf
26302,2015,1,0,0,0,0,-inf,0.0
26400,2015,1,0,0,0,0,-inf,0.0
26500,2015,0,0,0,0,0,-inf,-inf
26600,2015,1,0,0,0,0,-inf,0.0
26700,2015,0,1,0,0,0,0.0,-inf
26800,2015,0,1,0,0,0,0.0,-inf
26900,2015,0,1,0,0,0,0.0,-inf
27000,2015,0,0,0,0,0,-inf,-inf
27100,2015,0,1,0,0,0,0.0,-inf
27200,2015,0,1,0,0,0,0.0,-inf
27300,2015,0,0,0,0,0,-inf,-inf
27401,2015,2,0,0,0,0,-inf,0.6931471805599453
27402,2015,0,1,0,0,0,0.0,-inf
27500,2015,0,0,0,0,0,-inf,-inf
27600,2015,0,0,0,0,0,-inf,-inf
27700,2015,0,0,0,0,0,-inf,-inf
27800,2015,0,1,0,0,0,0.0,-inf
27902,2015,0,0,0,0,0,-inf,-inf
28100,2015,0,0,0,0,0,-inf,-inf
28200,2015,0,0,0,0,0,-inf,-inf
28300,2015,0,0,0,0,0,-inf,-inf
28500,2015,0,1,0,0,0,0.0,-inf
28600,2015,2,1,0,0,0,0.0,0.6931471805599453
28700,2015,0,0,0,0,0,-inf,-inf
28800,2015,0,2,0,0,0,0.6931471805599453,-inf
28901,2015,1,0,0,0,0,-inf,0.0
29000,2015,0,1,0,0,0,0.0,-inf
29100,2015,2,1,0,0,0,0.0,0.6931471805599453
29200,2015,0,1,0,0,0,0.0,-inf
29300,2015,2,0,0,0,0,-inf,0.6931471805599453
29400,2015,0,1,0,0,0,0.0,-inf
29800,2015,0,0,0,0,0,-inf,-inf
29900,2015,1,0,0,0,0,-inf,0.0
30000,2015,0,0,0,0,0,-inf,-inf
30100,2015,0,0,0,0,0,-inf,-inf
30200,2015,0,2,0,0,0,0.6931471805599453,-inf
30501,2015,0,0,0,0,0,-inf,-inf
30502,2015,0,0,0,0,0,-inf,-inf
30600,2015,1,2,0,0,0,0.6931471805599453,0.0
30700,2015,1,2,0,0,0,0.6931471805599453,0.0
30800,2015,0,0,0,0,0,-inf,-inf
30900,2015,0,1,0,0,0,0.0,-inf
31000,2015,0,4,0,0,0,1.3862943611198906,-inf
31101,2015,0,0,0,0,0,-inf,-inf
31102,2015,0,1,0,0,0,0.0,-inf
31200,2015,0,0,0,0,0,-inf,-inf
31300,2015,0,0,0,0,0,-inf,-inf
31401,2015,2,3,0,0,0,1.0986122886681098,0.6931471805599453
31402,2015,1,0,0,0,0,-inf,0.0
31501,2015,0,2,0,0,0,0.6931471805599453,-inf
31502,2015,1,1,0,0,0,0.0,0.0
31600,2015,1,1,0,0,0,0.0,0.0
31700,2015,1,2,0,0,0,0.6931471805599453,0.0
31800,2015,0,1,0,0,0,0.0,-inf
31900,2015,0,0,0,0,0,-inf,-inf
32000,2015,0,0,0,0,0,-inf,-inf
32100,2015,0,0,0,0,0,-inf,-inf
32300,2015,0,2,0,0,0,0.6931471805599453,-inf
32500,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
32600,2015,1,0,0,0,0,-inf,0.0
32900,2015,2,1,0,0,0,0.0,0.6931471805599453
33000,2015,2,0,0,0,0,-inf,0.6931471805599453
33101,2015,0,2,0,0,0,0.6931471805599453,-inf
33102,2015,1,2,0,0,0,0.6931471805599453,0.0
33200,2015,1,1,0,0,0,0.0,0.0
33300,2015,0,1,0,0,0,0.0,-inf
33400,2015,1,3,0,0,0,1.0986122886681098,0.0
33500,2015,1,2,0,0,0,0.6931471805599453,0.0
33600,2015,1,0,0,0,0,-inf,0.0
33701,2015,2,0,0,0,0,-inf,0.6931471805599453
33800,2015,4,3,0,0,0,1.0986122886681098,1.3862943611198906
33900,2015,0,1,0,0,0,0.0,-inf
34000,2015,0,0,0,0,0,-inf,-inf
34100,2015,1,0,0,0,0,-inf,0.0
34400,2015,0,3,0,0,0,1.0986122886681098,-inf
34501,2015,0,0,0,0,0,-inf,-inf
34502,2015,3,2,0,0,0,0.6931471805599453,1.0986122886681098
34600,2015,4,7,0,0,0,1.9459101490553132,1.3862943611198906
34701,2015,1,2,0,0,0,0.6931471805599453,0.0
34702,2015,0,0,0,0,0,-inf,-inf
34801,2015,0,1,0,0,0,0.0,-inf
34802,2015,0,0,0,0,0,-inf,-inf
34803,2015,1,2,0,0,0,0.6931471805599453,0.0
34900,2015,1,0,0,0,0,-inf,0.0
35100,2015,0,1,0,0,0,0.0,-inf
35200,2015,1,0,0,0,0,-inf,0.0
35301,2015,0,1,0,0,0,0.0,-inf
35302,2015,0,1,0,0,0,0.0,-inf
35500,2015,4,1,0,0,0,0.0,1.3862943611198906
35601,2015,2,1,0,0,0,0.0,0.6931471805599453
35602,2015,0,0,0,0,0,-inf,-inf
35701,2015,0,1,0,0,0,0.0,-inf
35702,2015,0,1,0,0,0,0.0,-inf
35800,2015,0,0,0,0,0,-inf,-inf
35900,2015,3,5,0,0,0,1.6094379124341003,1.0986122886681098
36000,2015,1,2,0,0,0,0.6931471805599453,0.0
36100,2015,0,0,0,0,0,-inf,-inf
36201,2015,1,0,0,0,0,-inf,0.0
36203,2015,0,2,0,0,0,0.6931471805599453,-inf
36301,2015,6,3,0,0,0,1.0986122886681098,1.791759469228055
36302,2015,0,0,0,0,0,-inf,-inf
36303,2015,0,0,0,0,0,-inf,-inf
36400,2015,0,0,0,0,0,-inf,-inf
36501,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
36502,2015,0,2,0,0,0,0.6931471805599453,-inf
36600,2015,2,3,0,0,0,1.0986122886681098,0.6931471805599453
36700,2015,4,14,1,0,0,2.6390573296152584,1.3862943611198906
36901,2015,1,2,0,0,0,0.6931471805599453,0.0
36902,2015,5,7,1,0,0,1.9459101490553132,1.6094379124341003
37200,2015,3,2,0,0,0,0.6931471805599453,1.0986122886681098
37300,2015,1,1,0,0,0,0.0,0.0
37500,2015,1,0,0,0,0,-inf,0.0
37600,2015,4,5,1,0,0,1.6094379124341003,1.3862943611198906
37700,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
37800,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
37900,2015,2,1,0,0,0,0.0,0.6931471805599453
38000,2015,0,0,0,0,0,-inf,-inf
38100,2015,0,0,0,0,0,-inf,-inf
38200,2015,3,2,0,0,0,0.6931471805599453,1.0986122886681098
38301,2015,0,0,0,0,0,-inf,-inf
38400,2015,0,3,0,0,0,1.0986122886681098,-inf
38500,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
38700,2015,1,2,0,0,0,0.6931471805599453,0.0
38800,2015,0,1,0,0,0,0.0,-inf
38900,2015,1,1,0,0,0,0.0,0.0
39001,2015,0,0,0,0,0,-inf,-inf
39002,2015,1,0,0,0,0,-inf,0.0
39100,2015,0,0,0,0,0,-inf,-inf
100102,2015,0,0,0,0,0,-inf,-inf
100201,2015,0,0,0,0,0,-inf,-inf
101401,2015,0,0,0,0,0,-inf,-inf
200104,2015,0,0,0,0,0,-inf,-inf
202500,2015,1,0,0,0,0,-inf,0.0
203804,2015,0,0,0,0,0,-inf,-inf
204101,2015,0,0,0,0,0,-inf,-inf
204300,2015,0,0,0,0,0,-inf,-inf
204701,2015,0,0,0,0,0,-inf,-inf
205503,2015,0,0,0,0,0,-inf,-inf
205805,2015,0,0,0,0,0,-inf,-inf
205810,2015,0,1,0,0,0,0.0,-inf
210300,2015,1,0,0,0,0,-inf,0.0
210500,2015,0,0,0,0,0,-inf,-inf
304403,2015,0,0,0,0,0,-inf,-inf
400802,2015,0,0,0,0,0,-inf,-inf
403701,2015,0,1,0,0,0,0.0,-inf
408800,2015,0,0,0,0,0,-inf,-inf
408900,2015,0,0,0,0,0,-inf,-inf
409804,2015,0,0,0,0,0,-inf,-inf
980000,2015,0,0,0,0,0,-inf,-inf
980001,2015,0,3,0,0,0,1.0986122886681098,-inf
980002,2015,1,0,0,0,0,-inf,0.0
980003,2015,0,1,1,0,0,0.0,-inf
980100,2015,0,0,0,0,0,-inf,-inf
980300,2015,0,2,0,0,0,0.6931471805599453,-inf
980400,2015,4,3,0,0,0,1.0986122886681098,1.3862943611198906
980600,2015,0,0,0,0,0,-inf,-inf
980701,2015,1,0,0,0,0,-inf,0.0
980702,2015,4,1,0,0,0,0.0,1.3862943611198906
980800,2015,0,0,0,0,0,-inf,-inf
980901,2015,7,5,0,0,0,1.6094379124341003,1.9459101490553132
980902,2015,0,0,0,0,0,-inf,-inf
980903,2015,0,1,0,0,0,0.0,-inf
980906,2015,0,0,0,0,0,-inf,-inf
989100,2015,0,1,0,0,0,0.0,-inf
989200,2015,2,2,0,0,0,0.6931471805599453,0.6931471805599453
989300,2015,0,1,0,0,0,0.0,-inf
101,2016,19,21,1,0,0,3.044522437723423,2.9444389791664403
102,2016,5,4,1,0,0,1.3862943611198906,1.6094379124341003
200,2016,14,18,1,0,0,2.8903717578961645,2.6390573296152584
300,2016,8,5,1,0,0,1.6094379124341003,2.0794415416798357
401,2016,5,4,1,0,0,1.3862943611198906,1.6094379124341003
403,2016,14,6,1,0,0,1.791759469228055,2.6390573296152584
404,2016,19,13,1,0,0,2.5649493574615367,2.9444389791664403
500,2016,20,15,1,0,0,2.70805020110221,2.995732273553991
600,2016,15,19,1,0,0,2.9444389791664403,2.70805020110221
701,2016,19,15,1,0,0,2.70805020110221,2.9444389791664403
702,2016,9,6,1,0,0,1.791759469228055,2.1972245773362196
801,2016,1,3,1,0,0,1.0986122886681098,0.0
803,2016,6,6,1,0,0,1.791759469228055,1.791759469228055
805,2016,5,3,1,0,0,1.0986122886681098,1.6094379124341003
806,2016,4,9,1,0,0,2.1972245773362196,1.3862943611198906
901,2016,11,5,1,0,0,1.6094379124341003,2.3978952727983707
902,2016,4,4,1,0,0,1.3862943611198906,1.3862943611198906
1001,2016,4,5,1,0,0,1.6094379124341003,1.3862943611198906
1002,2016,4,11,1,0,0,2.3978952727983707,1.3862943611198906
1101,2016,5,7,1,0,0,1.9459101490553132,1.6094379124341003
1102,2016,4,0,1,0,0,-inf,1.3862943611198906
1201,2016,5,2,1,0,0,0.6931471805599453,1.6094379124341003
1203,2016,1,1,1,0,0,0.0,0.0
1204,2016,4,10,1,0,0,2.302585092994046,1.3862943611198906
1301,2016,0,1,1,0,0,0.0,-inf
1302,2016,2,2,1,0,0,0.6931471805599453,0.6931471805599453
1400,2016,3,4,1,0,0,1.3862943611198906,1.0986122886681098
