tr,population,TRACTCE10,SHAPE_AREA,density,density_rank,density_group
353.02,4545.785714285715,035302,16320130.8592,278.53855790152323,0.15885416666666666,low_density
362.01,4991.285714285715,036201,11270239.8907,442.87306771566017,0.3098958333333333,low_density
363.02,3555.1428571428573,036302,5489889.63744,647.5800229020018,0.5104166666666666,mid_density
369.0,5652.0,036900,21981619.4556,257.1239126132768,0.1484375,low_density
373.0,5388.230769230769,037300,29443166.8502,183.00445725301344,0.09635416666666667,low_density
372.0,4434.230769230769,037200,11070039.3312,400.5614286060621,0.2760416666666667,low_density
383.0,3488.5384615384614,038300,32983932.1473,105.76478407605583,0.0625,low_density
390.0,8418.076923076924,039000,21883020.6419,384.68532570675404,0.265625,low_density
378.0,2284.230769230769,037800,60392490.9445,37.8230924657496,0.036458333333333336,low_density
377.0,5337.538461538462,037700,7931528.26769,672.9520820447106,0.5364583333333334,mid_density
93.0,4307.571428571428,009300,4322326.42773,996.5863292823258,0.8072916666666666,mid_density
67.0,6945.785714285715,006700,10789386.326,643.7609614133411,0.5052083333333334,mid_density
69.0,2923.5714285714284,006900,8739751.12579,334.51426550858014,0.21614583333333334,low_density
70.0,3953.5,007000,5054907.28973,782.1112778927286,0.6380208333333334,mid_density
72.0,4638.571428571428,007200,5409892.45933,857.4239623879515,0.7005208333333334,mid_density
73.0,2907.5714285714284,007300,4167411.76451,697.6923790762725,0.5677083333333334,mid_density
74.0,4527.714285714285,007400,7271548.65445,622.6616228364835,0.4791666666666667,low_density
77.0,2127.8571428571427,007700,3466166.28063,613.893555755897,0.46875,low_density
78.0,4149.5,007800,4600586.17833,901.9502818021892,0.7395833333333334,mid_density
115.0,4569.785714285715,011500,3988223.04339,1145.8199966673342,0.890625,mid_density
117.0,2136.5,011700,7054757.45532,302.8452804410537,0.17447916666666666,low_density
118.0,6021.642857142857,011800,9850609.66313,611.2964641854968,0.4635416666666667,low_density
119.0,5173.642857142857,011900,7438690.59846,695.5045096530744,0.5598958333333334,mid_density
120.0,1875.357142857143,012000,6463440.09842,290.14845257335605,0.16666666666666666,low_density
121.0,3077.4285714285716,012100,9480608.69018,324.6024250126648,0.19791666666666666,low_density
125.0,4878.714285714285,012500,9807940.16689,497.42496413100326,0.3411458333333333,low_density
131.0,1608.642857142857,013100,3468298.65359,463.8132461510394,0.3255208333333333,low_density
132.0,2708.3571428571427,013200,4592516.45861,589.7327025969703,0.4401041666666667,low_density
133.0,3164.214285714286,013300,3852677.6736,821.3026247683981,0.6692708333333334,mid_density
135.0,3678.0714285714284,013500,4358444.30215,843.8954759057156,0.6927083333333334,mid_density
137.0,4816.928571428572,013700,6347367.52916,758.886034139264,0.6197916666666666,mid_density
170.0,2998.5714285714284,017000,17434330.9183,171.99234330374952,0.09114583333333333,low_density
171.0,3980.6428571428573,017100,12276800.693,324.2410589440085,0.1953125,low_density
173.0,2880.285714285714,017300,9414354.30747,305.9461775302313,0.18229166666666666,low_density
174.0,2255.4285714285716,017400,3810202.69763,591.9445106769465,0.4505208333333333,low_density
175.0,7000.785714285715,017500,7815823.23707,895.7195553094639,0.734375,mid_density
178.0,6246.5,017800,7134748.51976,875.5038783357317,0.71875,mid_density
179.0,6356.0,017900,7685648.46278,826.9959302433346,0.6770833333333334,mid_density
183.0,4097.928571428572,018300,20914593.4749,195.93632438261702,0.1015625,low_density
184.0,2280.3571428571427,018400,24099629.7236,94.62208212369592,0.057291666666666664,low_density
188.0,8645.0,018800,7140325.29629,1210.72915326306,0.9114583333333334,high_density
217.0,5960.285714285715,021700,16785447.4031,355.08649672244945,0.22395833333333334,low_density
218.0,4574.357142857143,021800,11008763.4191,415.51961548385344,0.2916666666666667,low_density
219.0,1436.5,021900,15763780.6359,91.12661696957102,0.052083333333333336,low_density
220.0,1632.2142857142858,022000,32709518.507,49.9002846943462,0.041666666666666664,low_density
9801.0,56.61538461538462,980100,63442088.244,0.8923947206409775,0.0234375,low_density
231.0,1261.642857142857,023100,7864272.22385,160.42715984788387,0.08854166666666667,low_density
235.0,1246.2857142857142,023500,8595307.9308,144.99605183658815,0.08072916666666667,low_density
236.0,2674.8571428571427,023600,10527693.5971,254.0781718413584,0.14583333333333334,low_density
237.0,4776.785714285715,023700,11548760.8395,413.6188964921473,0.2890625,low_density
238.0,4517.285714285715,023800,8413326.8348,536.9202698272567,0.3880208333333333,low_density
239.0,1501.5,023900,5260647.69928,285.4211279355398,0.16145833333333334,low_density
240.0,3695.1428571428573,024000,6641975.91996,556.3318659494795,0.4114583333333333,low_density
257.0,3618.5714285714284,025700,8033515.66968,450.4343524502725,0.3151041666666667,low_density
